pedido_id,data_pedido,loja,canal_aquisicao,n_itens,categoria_principal,receita_liquida,desconto_aplicado,cliente_id
PED001729,2025-08-25,Centro,Orgânico,4,Vitaminas,290.1,0.06,CLI01494
PED001730,2025-08-08,Barra,Instagram Ads,4,Creatina,384.7,0.03,CLI00018
PED001731,2025-08-10,Barra,Busca Paga,3,Creatina,184.37,0.05,CLI00593
PED001732,2025-08-13,Shopping Norte,Orgânico,1,Whey Protein,202.66,0.05,CLI00966
PED001733,2025-08-06,Barra,Orgânico,2,Creatina,194.69,0.04,CLI00605
PED001734,2025-08-06,Shopping Norte,CRM/Email,2,Creatina,337.04,0.01,CLI00293
PED001735,2025-08-27,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,9.29,0.07,CLI04807
PED001736,2025-08-08,Centro,CRM/Email,3,Whey Protein,339.67,0.07,CLI01815
PED001737,2025-08-16,Barra,Busca Paga,4,Vitaminas,278.4,0.05,CLI04638
PED001738,2025-08-15,Barra,Busca Paga,2,Bebidas Funcionais,156.92,0.02,CLI01364
PED001739,2025-08-06,Barra,CRM/Email,2,Whey Protein,368.36,0.0,CLI01748
PED001740,2025-08-15,Shopping Norte,Orgânico,4,Vitaminas,430.8,0.01,CLI03454
PED001741,2025-08-26,Shopping Norte,Busca Paga,1,Bebidas Funcionais,13.36,0.02,CLI02510
PED001742,2025-08-07,Shopping Norte,Instagram Ads,3,Bebidas Funcionais,354.8,0.01,CLI04053
PED001743,2025-08-14,Centro,Busca Paga,2,Vitaminas,170.81,0.05,CLI02045
PED001744,2025-08-14,Shopping Norte,CRM/Email,2,Creatina,234.13,0.03,CLI00841
PED001745,2025-08-06,Centro,Orgânico,2,Whey Protein,288.18,0.06,CLI02039
PED001746,2025-08-04,Shopping Norte,Influencer,2,Vitaminas,261.62,0.06,CLI02314
PED001747,2025-08-03,Shopping Norte,Orgânico,2,Bebidas Funcionais,157.37,0.07,CLI02351
PED001748,2025-08-19,Centro,CRM/Email,3,Whey Protein,394.16,0.04,CLI01333
PED001749,2025-08-13,Barra,Orgânico,4,Whey Protein,500.06,0.02,CLI02741
PED001750,2025-08-26,Barra,Instagram Ads,2,Whey Protein,248.53,0.01,CLI04686
PED001751,2025-08-13,Shopping Norte,Instagram Ads,2,Bebidas Funcionais,206.91,0.01,CLI03505
PED001752,2025-08-04,Shopping Norte,CRM/Email,3,Whey Protein,276.44,0.04,CLI04433
PED001753,2025-08-16,Barra,Instagram Ads,2,Barras e Snacks,146.11,0.0,CLI01527
PED001754,2025-08-22,Shopping Norte,Busca Paga,1,Vitaminas,58.82,0.03,CLI02818
PED001755,2025-08-16,Barra,Busca Paga,1,Vitaminas,64.52,0.05,CLI04049
PED001756,2025-08-23,Centro,Influencer,3,Bebidas Funcionais,236.38,0.01,CLI04826
PED001757,2025-08-25,Centro,Busca Paga,3,Whey Protein,537.05,0.04,CLI03210
PED001758,2025-08-24,Centro,Orgânico,2,Whey Protein,342.12,0.04,CLI00950
PED001759,2025-08-10,Shopping Norte,CRM/Email,1,Vitaminas,58.11,0.03,CLI03337
PED001760,2025-08-24,Shopping Norte,CRM/Email,4,Vitaminas,435.57,0.07,CLI01099
PED001761,2025-08-13,Centro,Instagram Ads,2,Bebidas Funcionais,24.03,0.01,CLI03252
PED001762,2025-08-11,Barra,Busca Paga,1,Creatina,109.52,0.06,CLI03928
PED001763,2025-08-15,Centro,Orgânico,2,Vitaminas,147.04,0.06,CLI03073
PED001764,2025-08-15,Barra,Orgânico,2,Vitaminas,248.67,0.07,CLI01108
PED001765,2025-08-27,Barra,Orgânico,3,Creatina,229.11,0.03,CLI00225
PED001766,2025-08-26,Barra,CRM/Email,2,Barras e Snacks,124.87,0.07,CLI01917
PED001767,2025-08-09,Centro,Busca Paga,1,Creatina,103.19,0.04,CLI00602
PED001768,2025-08-07,Barra,Busca Paga,2,Whey Protein,343.92,0.06,CLI03312
PED001769,2025-08-25,Shopping Norte,Orgânico,1,Whey Protein,199.57,0.01,CLI01019
PED001770,2025-08-08,Shopping Norte,Influencer,4,Barras e Snacks,435.37,0.0,CLI03183
PED001771,2025-08-05,Shopping Norte,CRM/Email,2,Whey Protein,228.13,0.07,CLI04086
PED001772,2025-08-05,Centro,Instagram Ads,2,Vitaminas,96.62,0.04,CLI00721
PED001773,2025-08-07,Centro,Orgânico,2,Whey Protein,418.0,0.02,CLI02006
PED001774,2025-08-07,Barra,Orgânico,2,Vitaminas,85.78,0.02,CLI00900
PED001775,2025-08-05,Shopping Norte,CRM/Email,1,Barras e Snacks,20.68,0.03,CLI00762
PED001776,2025-08-10,Shopping Norte,Orgânico,1,Whey Protein,150.23,0.07,CLI00792
PED001777,2025-08-18,Centro,Orgânico,3,Whey Protein,362.1,0.05,CLI04088
PED001778,2025-08-08,Shopping Norte,Orgânico,3,Creatina,149.35,0.06,CLI03749
PED001779,2025-08-08,Barra,Influencer,2,Whey Protein,265.9,0.07,CLI00451
PED001780,2025-08-09,Centro,Orgânico,2,Barras e Snacks,33.75,0.03,CLI04464
PED001781,2025-08-13,Shopping Norte,Influencer,2,Creatina,266.42,0.02,CLI04924
PED001782,2025-08-16,Barra,Instagram Ads,2,Barras e Snacks,181.67,0.0,CLI03346
PED001783,2025-08-12,Shopping Norte,Orgânico,2,Bebidas Funcionais,31.21,0.01,CLI03415
PED001784,2025-08-21,Shopping Norte,Busca Paga,3,Bebidas Funcionais,147.98,0.04,CLI02376
PED001785,2025-08-16,Shopping Norte,Orgânico,4,Whey Protein,421.01,0.06,CLI01676
PED001786,2025-08-26,Shopping Norte,CRM/Email,3,Bebidas Funcionais,296.15,0.03,CLI03085
PED001787,2025-08-08,Barra,CRM/Email,3,Barras e Snacks,88.73,0.04,CLI03880
PED001788,2025-08-12,Centro,Influencer,3,Vitaminas,179.59,0.06,CLI01846
PED001789,2025-08-15,Centro,Influencer,4,Vitaminas,324.62,0.04,CLI01128
PED001790,2025-08-06,Shopping Norte,CRM/Email,2,Whey Protein,169.67,0.01,CLI00107
PED001791,2025-08-10,Centro,Instagram Ads,2,Barras e Snacks,63.7,0.06,CLI02770
PED001792,2025-08-25,Shopping Norte,CRM/Email,2,Vitaminas,240.86,0.01,CLI01557
PED001793,2025-08-04,Centro,Influencer,3,Barras e Snacks,210.42,0.02,CLI04352
PED001794,2025-08-12,Centro,Busca Paga,4,Creatina,452.67,0.06,CLI03102
PED001795,2025-08-26,Shopping Norte,Orgânico,3,Barras e Snacks,247.4,0.07,CLI00199
PED001796,2025-08-08,Barra,Influencer,1,Creatina,129.67,0.02,CLI02836
PED001797,2025-08-03,Barra,Orgânico,1,Whey Protein,201.04,0.04,CLI00611
PED001798,2025-08-21,Centro,Instagram Ads,1,Barras e Snacks,15.06,0.08,CLI04526
PED001799,2025-08-21,Shopping Norte,Orgânico,2,Whey Protein,163.56,0.07,CLI02776
PED001800,2025-08-06,Shopping Norte,Orgânico,3,Whey Protein,351.6,0.06,CLI03018
PED001801,2025-08-21,Shopping Norte,CRM/Email,2,Barras e Snacks,160.76,0.02,CLI00988
PED001802,2025-08-06,Barra,Orgânico,1,Bebidas Funcionais,9.79,0.06,CLI02988
PED001803,2025-08-06,Centro,Busca Paga,3,Bebidas Funcionais,374.88,0.03,CLI03217
PED001804,2025-08-27,Shopping Norte,Orgânico,3,Whey Protein,377.45,0.05,CLI00617
PED001805,2025-08-03,Centro,Instagram Ads,3,Vitaminas,383.41,0.0,CLI04621
PED001806,2025-08-09,Shopping Norte,Busca Paga,1,Whey Protein,169.35,0.05,CLI04973
PED001807,2025-08-26,Centro,Busca Paga,4,Creatina,353.2,0.06,CLI02138
PED001808,2025-08-26,Shopping Norte,CRM/Email,1,Vitaminas,62.25,0.01,CLI02101
PED001809,2025-08-22,Centro,Busca Paga,3,Whey Protein,406.08,0.07,CLI01904
PED001810,2025-08-03,Shopping Norte,Instagram Ads,3,Whey Protein,238.53,0.08,CLI03469
PED001811,2025-08-22,Barra,Instagram Ads,3,Creatina,158.94,0.08,CLI03724
PED001812,2025-08-21,Shopping Norte,Orgânico,2,Whey Protein,212.03,0.05,CLI01242
PED001813,2025-08-16,Centro,Orgânico,2,Barras e Snacks,169.21,0.04,CLI00831
PED001814,2025-08-23,Centro,Influencer,3,Whey Protein,431.82,0.05,CLI01069
PED001815,2025-08-06,Centro,Influencer,1,Vitaminas,46.09,0.05,CLI01180
PED001816,2025-08-09,Barra,Orgânico,4,Creatina,312.62,0.08,CLI04377
PED001817,2025-08-07,Centro,Orgânico,4,Vitaminas,297.1,0.08,CLI04141
PED001818,2025-08-21,Barra,Orgânico,2,Creatina,320.6,0.02,CLI04397
PED001819,2025-08-03,Centro,CRM/Email,3,Vitaminas,72.68,0.01,CLI02461
PED001820,2025-08-18,Shopping Norte,Influencer,3,Barras e Snacks,134.58,0.01,CLI01067
PED001821,2025-08-19,Barra,Influencer,4,Creatina,456.89,0.07,CLI00801
PED001822,2025-08-20,Shopping Norte,CRM/Email,1,Whey Protein,169.8,0.04,CLI02999
PED001823,2025-08-22,Barra,Orgânico,4,Whey Protein,513.97,0.04,CLI02952
PED001824,2025-08-01,Centro,Busca Paga,1,Barras e Snacks,16.8,0.01,CLI03169
PED001825,2025-08-13,Shopping Norte,Instagram Ads,4,Whey Protein,225.71,0.06,CLI02152
PED001826,2025-08-11,Barra,CRM/Email,4,Vitaminas,508.04,0.04,CLI04258
PED001827,2025-08-12,Centro,CRM/Email,1,Creatina,120.22,0.02,CLI00651
PED001828,2025-08-12,Centro,Busca Paga,1,Creatina,132.31,0.06,CLI03506
PED001829,2025-08-17,Shopping Norte,Instagram Ads,2,Vitaminas,240.85,0.05,CLI02871
PED001830,2025-08-21,Centro,Orgânico,2,Bebidas Funcionais,210.57,0.05,CLI01653
PED001831,2025-08-25,Shopping Norte,Orgânico,2,Whey Protein,230.94,0.05,CLI02563
PED001832,2025-08-06,Barra,Orgânico,1,Creatina,145.81,0.01,CLI02206
PED001833,2025-08-09,Shopping Norte,Instagram Ads,2,Vitaminas,199.79,0.07,CLI03118
PED001834,2025-08-03,Shopping Norte,Instagram Ads,3,Creatina,364.65,0.01,CLI03165
PED001835,2025-08-25,Centro,Influencer,3,Whey Protein,477.48,0.04,CLI00257
PED001836,2025-08-22,Shopping Norte,CRM/Email,4,Bebidas Funcionais,161.75,0.04,CLI03659
PED001837,2025-08-03,Shopping Norte,Orgânico,1,Barras e Snacks,14.31,0.05,CLI04452
PED001838,2025-08-01,Centro,Influencer,2,Vitaminas,72.89,0.05,CLI03199
PED001839,2025-08-26,Barra,Instagram Ads,2,Barras e Snacks,145.6,0.07,CLI03747
PED001840,2025-08-19,Shopping Norte,Instagram Ads,3,Bebidas Funcionais,164.5,0.06,CLI01148
PED001841,2025-08-11,Shopping Norte,Busca Paga,2,Bebidas Funcionais,26.01,0.06,CLI03202
PED001842,2025-08-04,Centro,Busca Paga,1,Whey Protein,206.6,0.04,CLI03483
PED001843,2025-08-02,Shopping Norte,Orgânico,2,Bebidas Funcionais,134.17,0.02,CLI00593
PED001844,2025-08-06,Barra,Busca Paga,4,Whey Protein,490.73,0.0,CLI01874
PED001845,2025-08-17,Barra,Busca Paga,4,Vitaminas,386.94,0.02,CLI02363
PED001846,2025-08-18,Centro,Orgânico,3,Bebidas Funcionais,171.29,0.07,CLI01383
PED001847,2025-08-08,Centro,Instagram Ads,1,Whey Protein,205.47,0.04,CLI02595
PED001848,2025-08-19,Centro,Instagram Ads,4,Whey Protein,491.89,0.01,CLI02763
PED001849,2025-08-02,Shopping Norte,Influencer,2,Barras e Snacks,27.74,0.02,CLI02956
PED001850,2025-08-22,Barra,Instagram Ads,1,Creatina,115.91,0.01,CLI03421
PED001851,2025-08-04,Centro,Busca Paga,4,Whey Protein,405.59,0.05,CLI00700
PED001852,2025-08-13,Shopping Norte,Instagram Ads,4,Vitaminas,405.94,0.08,CLI02587
PED001853,2025-08-01,Shopping Norte,Orgânico,3,Vitaminas,107.57,0.08,CLI03979
PED001854,2025-08-09,Centro,Orgânico,2,Bebidas Funcionais,81.32,0.0,CLI04392
PED001855,2025-08-15,Centro,Busca Paga,3,Whey Protein,515.54,0.03,CLI04041
PED001856,2025-08-10,Centro,Orgânico,2,Whey Protein,362.87,0.03,CLI00600
PED001857,2025-08-06,Centro,Instagram Ads,1,Whey Protein,150.93,0.03,CLI02025
PED001858,2025-08-19,Shopping Norte,CRM/Email,2,Vitaminas,192.0,0.06,CLI04733
PED001859,2025-08-15,Barra,Influencer,1,Whey Protein,154.65,0.08,CLI02090
PED001860,2025-08-14,Centro,Influencer,3,Whey Protein,255.05,0.04,CLI00819
PED001861,2025-08-18,Centro,Orgânico,2,Barras e Snacks,82.41,0.02,CLI03139
PED001862,2025-08-25,Shopping Norte,Influencer,4,Creatina,347.54,0.06,CLI03556
PED001863,2025-08-10,Shopping Norte,Orgânico,2,Bebidas Funcionais,189.86,0.06,CLI03910
PED001864,2025-08-11,Centro,Orgânico,3,Whey Protein,308.81,0.07,CLI00104
PED001865,2025-08-03,Shopping Norte,Busca Paga,2,Whey Protein,372.93,0.02,CLI02135
PED001866,2025-08-11,Centro,CRM/Email,2,Whey Protein,362.17,0.07,CLI01932
PED001867,2025-08-23,Shopping Norte,Instagram Ads,1,Creatina,108.6,0.05,CLI02061
PED001868,2025-08-05,Centro,Influencer,1,Whey Protein,196.78,0.07,CLI02583
PED001869,2025-08-08,Barra,Orgânico,3,Barras e Snacks,200.16,0.06,CLI00416
PED001870,2025-08-04,Centro,Instagram Ads,1,Bebidas Funcionais,12.45,0.01,CLI04631
PED001871,2025-08-27,Centro,Orgânico,1,Vitaminas,50.96,0.04,CLI04736
PED001872,2025-08-04,Shopping Norte,Orgânico,1,Whey Protein,140.32,0.08,CLI03348
PED001873,2025-08-05,Shopping Norte,Instagram Ads,3,Bebidas Funcionais,130.28,0.05,CLI03884
PED001874,2025-08-05,Centro,Orgânico,3,Bebidas Funcionais,245.89,0.05,CLI04126
PED001875,2025-08-23,Centro,Busca Paga,4,Bebidas Funcionais,239.04,0.01,CLI04168
PED001876,2025-08-07,Centro,Busca Paga,1,Whey Protein,154.88,0.03,CLI02128
PED001877,2025-08-15,Shopping Norte,Instagram Ads,2,Creatina,146.44,0.07,CLI01582
PED001878,2025-08-06,Shopping Norte,Orgânico,1,Barras e Snacks,17.57,0.07,CLI02674
PED001879,2025-08-16,Barra,Busca Paga,1,Whey Protein,154.41,0.07,CLI01165
PED001880,2025-08-20,Centro,CRM/Email,3,Whey Protein,260.02,0.01,CLI03618
PED001881,2025-08-27,Shopping Norte,Busca Paga,1,Bebidas Funcionais,10.87,0.06,CLI00115
PED001882,2025-08-18,Shopping Norte,Instagram Ads,3,Barras e Snacks,287.41,0.01,CLI03429
PED001883,2025-08-20,Barra,Busca Paga,2,Creatina,313.36,0.06,CLI04011
PED001884,2025-08-23,Shopping Norte,CRM/Email,3,Whey Protein,339.92,0.08,CLI03946
PED001885,2025-08-27,Barra,CRM/Email,3,Barras e Snacks,207.97,0.04,CLI02845
PED001886,2025-08-09,Centro,Busca Paga,3,Creatina,347.72,0.06,CLI04562
PED001887,2025-08-07,Centro,Orgânico,3,Whey Protein,228.94,0.04,CLI02155
PED001888,2025-08-17,Barra,Instagram Ads,2,Vitaminas,63.08,0.06,CLI02504
PED001889,2025-08-03,Shopping Norte,CRM/Email,3,Barras e Snacks,139.03,0.03,CLI00111
PED001890,2025-08-06,Barra,Busca Paga,4,Barras e Snacks,260.81,0.0,CLI03802
PED001891,2025-08-19,Shopping Norte,Busca Paga,4,Creatina,505.59,0.08,CLI02977
PED001892,2025-08-12,Shopping Norte,Busca Paga,3,Creatina,437.96,0.05,CLI02917
PED001893,2025-08-21,Barra,Orgânico,3,Whey Protein,315.38,0.08,CLI02525
PED001894,2025-08-23,Shopping Norte,Orgânico,2,Creatina,265.92,0.01,CLI04489
PED001895,2025-08-04,Shopping Norte,CRM/Email,2,Vitaminas,98.36,0.06,CLI03418
PED001896,2025-08-24,Centro,Busca Paga,1,Bebidas Funcionais,10.46,0.02,CLI02478
PED001897,2025-08-17,Shopping Norte,Influencer,2,Creatina,254.29,0.02,CLI01888
PED001898,2025-08-02,Shopping Norte,Instagram Ads,2,Barras e Snacks,28.47,0.06,CLI01071
PED001899,2025-08-14,Shopping Norte,Orgânico,1,Vitaminas,49.71,0.07,CLI03749
PED001900,2025-08-09,Shopping Norte,Influencer,2,Vitaminas,206.66,0.07,CLI01358
PED001901,2025-08-24,Centro,Influencer,3,Bebidas Funcionais,77.59,0.0,CLI04358
PED001902,2025-08-09,Barra,Instagram Ads,1,Whey Protein,140.73,0.08,CLI00045
PED001903,2025-08-17,Shopping Norte,Busca Paga,2,Vitaminas,77.83,0.02,CLI02408
PED001904,2025-08-27,Centro,Influencer,3,Whey Protein,326.58,0.08,CLI02122
PED001905,2025-08-15,Barra,Busca Paga,1,Whey Protein,206.51,0.03,CLI04558
PED001906,2025-08-09,Barra,Orgânico,1,Whey Protein,190.61,0.02,CLI00132
PED001907,2025-08-18,Centro,Instagram Ads,4,Whey Protein,495.84,0.06,CLI02089
PED001908,2025-08-21,Shopping Norte,Instagram Ads,3,Vitaminas,284.39,0.04,CLI04028
PED001909,2025-09-26,Centro,Orgânico,4,Bebidas Funcionais,106.73,0.0,CLI03085
PED001910,2025-09-14,Centro,Influencer,2,Whey Protein,218.02,0.04,CLI00203
PED001911,2025-09-21,Centro,Busca Paga,1,Bebidas Funcionais,13.07,0.07,CLI01553
PED001912,2025-09-15,Barra,CRM/Email,4,Whey Protein,603.96,0.04,CLI00703
PED001913,2025-09-08,Shopping Norte,Influencer,3,Creatina,316.33,0.07,CLI04380
PED001914,2025-09-01,Centro,Influencer,4,Vitaminas,520.7,0.05,CLI01077
PED001915,2025-09-19,Barra,Busca Paga,3,Creatina,268.09,0.04,CLI04570
PED001916,2025-09-25,Centro,CRM/Email,4,Creatina,526.7,0.06,CLI01155
PED001917,2025-09-08,Shopping Norte,Orgânico,1,Whey Protein,193.3,0.01,CLI00720
PED001918,2025-09-04,Barra,Orgânico,3,Creatina,442.12,0.07,CLI02059
PED001919,2025-09-09,Shopping Norte,CRM/Email,2,Creatina,349.54,0.06,CLI01832
PED001920,2025-09-04,Centro,Influencer,2,Whey Protein,344.74,0.05,CLI04029
PED001921,2025-09-12,Shopping Norte,Busca Paga,1,Vitaminas,47.69,0.02,CLI01813
PED001922,2025-09-09,Shopping Norte,Orgânico,3,Bebidas Funcionais,346.74,0.08,CLI00295
PED001923,2025-09-10,Centro,Busca Paga,4,Vitaminas,468.5,0.02,CLI00387
PED001924,2025-09-15,Centro,Orgânico,2,Bebidas Funcionais,143.16,0.06,CLI03394
PED001925,2025-09-04,Shopping Norte,Busca Paga,1,Whey Protein,212.89,0.03,CLI01122
PED001926,2025-09-14,Shopping Norte,Busca Paga,2,Creatina,130.51,0.07,CLI00795
PED001927,2025-09-23,Shopping Norte,Busca Paga,2,Whey Protein,217.23,0.04,CLI03563
PED001928,2025-09-27,Centro,Orgânico,2,Creatina,164.53,0.02,CLI03433
PED001929,2025-09-24,Shopping Norte,Orgânico,2,Barras e Snacks,73.68,0.02,CLI03568
PED001930,2025-09-26,Centro,CRM/Email,4,Creatina,656.41,0.05,CLI04357
PED001931,2025-09-16,Barra,Orgânico,3,Vitaminas,234.85,0.01,CLI02037
PED001932,2025-09-11,Shopping Norte,Influencer,1,Bebidas Funcionais,11.08,0.04,CLI03805
PED001933,2025-09-19,Centro,Busca Paga,2,Whey Protein,352.01,0.07,CLI03102
PED001934,2025-09-22,Barra,Busca Paga,3,Vitaminas,408.3,0.04,CLI03224
PED001935,2025-09-06,Centro,Orgânico,2,Barras e Snacks,144.03,0.03,CLI00761
PED001936,2025-09-15,Shopping Norte,Busca Paga,2,Whey Protein,305.7,0.02,CLI04966
PED001937,2025-09-16,Centro,Busca Paga,1,Creatina,107.29,0.02,CLI00001
PED001938,2025-09-08,Shopping Norte,Orgânico,1,Vitaminas,54.8,0.04,CLI01691
PED001939,2025-09-25,Barra,Orgânico,1,Bebidas Funcionais,10.53,0.08,CLI01965
PED001940,2025-09-06,Shopping Norte,Instagram Ads,1,Vitaminas,61.39,0.02,CLI04037
PED001941,2025-09-13,Shopping Norte,Busca Paga,3,Barras e Snacks,139.78,0.04,CLI01316
PED001942,2025-09-14,Centro,Orgânico,4,Whey Protein,484.44,0.03,CLI01004
PED001943,2025-09-05,Barra,Orgânico,1,Whey Protein,165.53,0.05,CLI01335
PED001944,2025-09-08,Shopping Norte,CRM/Email,2,Whey Protein,335.33,0.01,CLI02146
PED001945,2025-09-03,Barra,Orgânico,4,Vitaminas,419.49,0.05,CLI00702
PED001946,2025-09-26,Centro,Orgânico,4,Bebidas Funcionais,474.08,0.03,CLI00343
PED001947,2025-09-22,Barra,Busca Paga,4,Whey Protein,295.93,0.05,CLI01780
PED001948,2025-09-19,Shopping Norte,CRM/Email,4,Creatina,511.57,0.04,CLI00677
PED001949,2025-09-04,Centro,Orgânico,1,Creatina,110.44,0.05,CLI00905
PED001950,2025-09-19,Centro,CRM/Email,2,Whey Protein,172.2,0.07,CLI03863
PED001951,2025-09-06,Barra,Orgânico,2,Barras e Snacks,145.91,0.03,CLI02356
PED001952,2025-09-14,Shopping Norte,Orgânico,1,Vitaminas,66.09,0.02,CLI04031
PED001953,2025-09-24,Barra,Instagram Ads,1,Vitaminas,49.38,0.03,CLI00485
PED001954,2025-09-06,Barra,Orgânico,1,Whey Protein,151.08,0.01,CLI04274
PED001955,2025-09-05,Shopping Norte,Busca Paga,1,Whey Protein,174.08,0.01,CLI03695
PED001956,2025-09-20,Barra,Orgânico,3,Bebidas Funcionais,191.19,0.06,CLI00107
PED001957,2025-09-16,Shopping Norte,Orgânico,1,Creatina,112.6,0.03,CLI03896
PED001958,2025-09-18,Centro,Instagram Ads,2,Whey Protein,203.6,0.06,CLI03535
PED001959,2025-09-14,Barra,Instagram Ads,2,Bebidas Funcionais,209.83,0.05,CLI03865
PED001960,2025-09-01,Barra,Busca Paga,1,Vitaminas,60.17,0.02,CLI01835
PED001961,2025-09-19,Centro,Busca Paga,1,Creatina,136.07,0.03,CLI03104
PED001962,2025-09-17,Barra,CRM/Email,1,Barras e Snacks,14.58,0.03,CLI01956
PED001963,2025-09-27,Centro,Orgânico,4,Creatina,358.69,0.01,CLI03589
PED001964,2025-09-20,Barra,Busca Paga,3,Barras e Snacks,183.19,0.06,CLI04038
PED001965,2025-09-16,Barra,Orgânico,2,Vitaminas,241.62,0.01,CLI00391
PED001966,2025-09-26,Barra,CRM/Email,3,Whey Protein,197.76,0.07,CLI00278
PED001967,2025-09-04,Barra,Busca Paga,1,Barras e Snacks,18.48,0.02,CLI03710
PED001968,2025-09-12,Centro,Orgânico,2,Bebidas Funcionais,24.05,0.07,CLI01233
PED001969,2025-09-17,Barra,Influencer,3,Creatina,264.2,0.03,CLI04237
PED001970,2025-09-06,Barra,Busca Paga,2,Bebidas Funcionais,22.7,0.0,CLI02004
PED001971,2025-09-16,Shopping Norte,Busca Paga,2,Vitaminas,168.52,0.06,CLI03208
PED001972,2025-09-09,Centro,Influencer,1,Whey Protein,172.52,0.03,CLI04968
PED001973,2025-09-17,Centro,Busca Paga,1,Bebidas Funcionais,13.42,0.05,CLI00322
PED001974,2025-09-06,Centro,Busca Paga,2,Whey Protein,383.96,0.02,CLI01410
PED001975,2025-09-22,Shopping Norte,Busca Paga,3,Barras e Snacks,247.47,0.04,CLI03072
PED001976,2025-09-26,Centro,Orgânico,2,Whey Protein,203.76,0.07,CLI04443
PED001977,2025-09-24,Shopping Norte,Orgânico,4,Whey Protein,467.36,0.04,CLI03304
PED001978,2025-09-26,Shopping Norte,Influencer,2,Creatina,337.32,0.04,CLI02007
PED001979,2025-09-16,Centro,Busca Paga,3,Whey Protein,229.71,0.06,CLI02525
PED001980,2025-09-25,Shopping Norte,Influencer,3,Barras e Snacks,161.41,0.05,CLI03265
PED001981,2025-09-02,Centro,Orgânico,1,Creatina,132.4,0.02,CLI03610
PED001982,2025-09-15,Barra,Orgânico,3,Creatina,163.57,0.04,CLI01464
PED001983,2025-09-05,Shopping Norte,Busca Paga,2,Vitaminas,67.22,0.08,CLI00575
PED001984,2025-09-01,Shopping Norte,Busca Paga,2,Vitaminas,185.3,0.0,CLI02521
PED001985,2025-09-17,Centro,Instagram Ads,1,Barras e Snacks,19.67,0.03,CLI01409
PED001986,2025-09-21,Shopping Norte,CRM/Email,3,Vitaminas,224.24,0.04,CLI01747
PED001987,2025-09-10,Shopping Norte,Instagram Ads,1,Creatina,110.33,0.05,CLI01712
PED001988,2025-09-23,Shopping Norte,Orgânico,3,Barras e Snacks,349.01,0.04,CLI04310
PED001989,2025-09-22,Centro,Busca Paga,1,Creatina,146.57,0.01,CLI03656
PED001990,2025-09-23,Centro,Busca Paga,4,Vitaminas,177.34,0.02,CLI03527
PED001991,2025-09-16,Shopping Norte,CRM/Email,3,Creatina,212.4,0.01,CLI03699
PED001992,2025-09-12,Shopping Norte,Busca Paga,4,Whey Protein,286.39,0.02,CLI01280
PED001993,2025-09-06,Shopping Norte,Orgânico,2,Barras e Snacks,32.56,0.02,CLI04644
PED001994,2025-09-17,Shopping Norte,Busca Paga,1,Vitaminas,59.5,0.08,CLI04503
PED001995,2025-09-24,Barra,Instagram Ads,2,Barras e Snacks,30.89,0.05,CLI04922
PED001996,2025-09-25,Centro,CRM/Email,2,Whey Protein,298.6,0.04,CLI03673
PED001997,2025-09-18,Centro,Busca Paga,3,Bebidas Funcionais,246.89,0.07,CLI00090
PED001998,2025-09-24,Shopping Norte,Orgânico,3,Bebidas Funcionais,196.64,0.04,CLI03711
PED001999,2025-09-03,Centro,Influencer,1,Bebidas Funcionais,12.63,0.01,CLI04815
PED002000,2025-09-21,Shopping Norte,Instagram Ads,2,Barras e Snacks,33.15,0.06,CLI04366
PED002001,2025-09-14,Barra,Orgânico,3,Vitaminas,348.93,0.05,CLI03051
PED002002,2025-09-18,Barra,Instagram Ads,3,Whey Protein,240.46,0.03,CLI00146
PED002003,2025-09-06,Centro,Instagram Ads,4,Creatina,421.04,0.01,CLI00108
PED002004,2025-09-27,Centro,Instagram Ads,1,Barras e Snacks,17.89,0.05,CLI02707
PED002005,2025-09-06,Barra,Instagram Ads,3,Creatina,331.88,0.04,CLI04599
PED002006,2025-09-21,Shopping Norte,Busca Paga,2,Whey Protein,436.08,0.0,CLI02310
PED002007,2025-09-08,Shopping Norte,Busca Paga,2,Bebidas Funcionais,168.63,0.05,CLI04955
PED002008,2025-09-04,Barra,Orgânico,1,Barras e Snacks,15.16,0.07,CLI02310
PED002009,2025-09-04,Shopping Norte,Instagram Ads,1,Creatina,127.62,0.04,CLI00465
PED002010,2025-09-19,Shopping Norte,Instagram Ads,4,Creatina,711.34,0.01,CLI02564
PED002011,2025-09-20,Centro,Orgânico,1,Creatina,123.54,0.01,CLI01043
PED002012,2025-09-16,Shopping Norte,Orgânico,2,Bebidas Funcionais,31.56,0.03,CLI01168
PED002013,2025-09-07,Shopping Norte,Instagram Ads,3,Whey Protein,286.35,0.06,CLI02066
PED002014,2025-09-16,Shopping Norte,Orgânico,2,Vitaminas,66.19,0.04,CLI03084
PED002015,2025-09-23,Barra,Busca Paga,3,Creatina,292.14,0.04,CLI02797
PED002016,2025-09-02,Centro,Busca Paga,3,Barras e Snacks,379.92,0.02,CLI03023
PED002017,2025-09-08,Centro,Orgânico,4,Barras e Snacks,290.15,0.05,CLI02043
